CT,Boro,Turnover
026300,New York,13.9
026500,New York,14.0
026700,New York,31.1
026900,New York,12.9
027100,New York,9.2
027300,New York,14.0
027500,New York,14.1
027700,New York,14.6
027900,New York,13.1
028100,New York,6.8
028300,New York,12.5
028500,New York,7.2
028700,New York,12.1
028900,New York,8.3
029100,New York,10.9
029300,New York,8.8
029500,New York,14.9
029700,New York,0.0
030100,New York,0.0
030300,New York,17.5
030700,New York,11.0
030900,New York,7.8
031100,New York,0.0
031300,New York,0.0
031500,New York,11.3
031701,New York,24.3
031702,New York,0.0
031900,New York,18.2
000100,Queens,31.2
000200,Queens,3.2
000400,Queens,15.1
000600,Queens,27.9
000700,Queens,8.2
000800,Queens,22.4
001000,Queens,6.3
001200,Queens,5.8
001400,Queens,13.4
001600,Queens,6.0
001800,Queens,10.3
001900,Queens,16.8
002000,Queens,17.6
002200,Queens,10.3
002400,Queens,3.8
002500,Queens,9.4
002600,Queens,7.2
002700,Queens,21.9
002800,Queens,11.8
002900,Queens,8.7
003000,Queens,19.8
003100,Queens,15.0
003200,Queens,13.1
003400,Queens,10.0
003500,Queens,0.0
003600,Queens,20.0
003700,Queens,0.0
003800,Queens,20.9
003900,Queens,17.1
004001,Queens,24.0
004002,Queens,16.2
004100,Queens,35.3
004200,Queens,12.9
004300,Queens,7.8
004401,Queens,14.9
004402,Queens,0.0
004500,Queens,10.8
004700,Queens,9.3
004900,Queens,18.3
005000,Queens,32.9
005100,Queens,7.7
005200,Queens,20.4
005300,Queens,15.2
005400,Queens,12.3
005500,Queens,18.4
005700,Queens,11.6
005800,Queens,9.2
005900,Queens,15.5
006100,Queens,12.4
006200,Queens,10.5
006300,Queens,17.6
006500,Queens,13.3
006700,Queens,5.3
006900,Queens,18.7
007100,Queens,14.6
007300,Queens,15.6
007500,Queens,7.3
007700,Queens,17.6
007900,Queens,7.2
008100,Queens,20.4
008300,Queens,14.6
008600,Queens,7.9
008700,Queens,2.1
008800,Queens,10.2
009100,Queens,14.2
009400,Queens,7.4
009500,Queens,9.6
009600,Queens,1.9
009700,Queens,16.0
009800,Queens,9.9
009900,Queens,0.0
010000,Queens,4.1
010100,Queens,11.7
010200,Queens,13.5
010300,Queens,7.9
010400,Queens,12.2
010500,Queens,6.1
010600,Queens,2.7
010700,Queens,0.0
010800,Queens,9.5
011000,Queens,4.7
011100,Queens,9.9
011200,Queens,4.8
011300,Queens,8.8
011400,Queens,1.3
011500,Queens,12.6
011600,Queens,1.3
011700,Queens,16.7
011800,Queens,13.2
011900,Queens,13.7
012000,Queens,4.8
012100,Queens,16.5
012200,Queens,16.2
012300,Queens,9.3
012400,Queens,6.7
012601,Queens,12.0
012602,Queens,10.2
012800,Queens,8.2
013000,Queens,20.6
013200,Queens,12.8
013400,Queens,12.2
013500,Queens,4.0
013600,Queens,11.0
013700,Queens,12.7
013800,Queens,15.2
014000,Queens,6.2
014100,Queens,14.8
014201,Queens,9.5
014202,Queens,17.8
014300,Queens,10.7
014400,Queens,11.9
014500,Queens,20.4
014700,Queens,9.3
014800,Queens,5.5
014900,Queens,8.1
015000,Queens,9.3
015100,Queens,10.1
015200,Queens,8.7
015300,Queens,22.0
015400,Queens,8.7
015500,Queens,19.3
015600,Queens,11.8
015700,Queens,11.9
015800,Queens,6.5
015900,Queens,13.8
016100,Queens,11.0
016300,Queens,3.4
016400,Queens,19.7
016600,Queens,17.7
016800,Queens,4.8
016900,Queens,15.9
017000,Queens,20.9
017100,Queens,0.0
017200,Queens,3.5
017400,Queens,15.9
017600,Queens,12.8
017800,Queens,20.0
017900,Queens,8.2
018000,Queens,7.4
018100,Queens,11.3
018200,Queens,5.9
018300,Queens,8.8
018401,Queens,2.1
018402,Queens,7.3
018500,Queens,16.3
018600,Queens,15.3
018700,Queens,13.4
018800,Queens,0.0
018900,Queens,13.6
019000,Queens,8.8
019100,Queens,66.4
019200,Queens,4.7
019401,Queens,3.8
019402,Queens,6.7
019600,Queens,15.1
019700,Queens,8.4
019800,Queens,12.3
020200,Queens,22.1
020400,Queens,3.9
020501,Queens,0.0
020502,Queens,10.8
020600,Queens,2.7
020800,Queens,5.3
021200,Queens,24.3
021400,Queens,6.4
021600,Queens,8.5
021900,Queens,0.0
022001,Queens,14.2
022002,Queens,15.2
022900,Queens,0.0
023000,Queens,5.8
023200,Queens,12.2
023500,Queens,11.9
023600,Queens,18.0
023800,Queens,5.5
024000,Queens,6.9
024300,Queens,12.0
024400,Queens,0.0
024500,Queens,3.5
024600,Queens,0.0
024700,Queens,13.8
024800,Queens,17.9
024900,Queens,19.1
025000,Queens,0.0
025100,Queens,10.4
025200,Queens,9.1
025300,Queens,13.0
025500,Queens,5.4
025700,Queens,8.9
025800,Queens,26.5
025900,Queens,11.0
026000,Queens,18.2
026100,Queens,7.1
026200,Queens,15.2
026300,Queens,15.9
026400,Queens,0.5
026500,Queens,12.0
026600,Queens,22.3
026700,Queens,9.1
026900,Queens,8.1
027000,Queens,2.6
027100,Queens,10.8
027200,Queens,20.2
027300,Queens,11.3
027400,Queens,10.0
027500,Queens,9.9
027600,Queens,34.1
027700,Queens,7.4
027800,Queens,5.7
027900,Queens,13.3
028000,Queens,19.6
028100,Queens,3.9
028200,Queens,11.6
028300,Queens,13.3
028400,Queens,5.2
028500,Queens,5.2
028700,Queens,11.5
028800,Queens,3.1
028900,Queens,12.1
029100,Queens,14.9
029200,Queens,11.0
029300,Queens,3.2
029500,Queens,15.4
029700,Queens,6.8
029900,Queens,0.0
030400,Queens,12.6
030901,Queens,10.5
030902,Queens,9.2
031700,Queens,8.8
032000,Queens,32.4
032700,Queens,16.4
032800,Queens,9.5
032900,Queens,16.4
033000,Queens,10.0
033100,Queens,0.0
033401,Queens,4.2
033402,Queens,10.6
033700,Queens,16.2
033900,Queens,18.1
034700,Queens,8.5
035100,Queens,15.0
035200,Queens,5.1
035300,Queens,12.6
035500,Queens,11.9
035800,Queens,8.9
036100,Queens,21.3
036300,Queens,11.0
036500,Queens,19.3
036600,Queens,10.3
036700,Queens,4.1
036800,Queens,16.7
036900,Queens,13.8
037100,Queens,7.9
037300,Queens,20.0
037500,Queens,14.6
037600,Queens,6.3
037700,Queens,12.0
037900,Queens,22.7
038100,Queens,16.4
038300,Queens,23.2
038400,Queens,5.8
039400,Queens,4.8
039800,Queens,9.8
039900,Queens,19.5
040000,Queens,0.6
040100,Queens,10.2
040200,Queens,16.8
040300,Queens,21.2
040400,Queens,12.3
040500,Queens,21.8
040700,Queens,20.7
040900,Queens,11.2
041000,Queens,41.7
041100,Queens,29.2
041300,Queens,13.2
041400,Queens,9.6
041500,Queens,11.9
042000,Queens,0.0
042200,Queens,18.3
042600,Queens,36.5
042700,Queens,15.8
043200,Queens,6.2
043400,Queens,13.0
043700,Queens,10.3
043900,Queens,17.5
044000,Queens,18.6
044200,Queens,6.5
044300,Queens,10.5
044601,Queens,8.5
044602,Queens,10.5
044800,Queens,2.3
045000,Queens,7.2
045200,Queens,24.8
045400,Queens,15.7
045500,Queens,4.0
045600,Queens,11.7
045700,Queens,9.0
045800,Queens,11.8
045900,Queens,9.9
046000,Queens,12.4
046100,Queens,12.5
046200,Queens,16.5
046300,Queens,10.2
046400,Queens,8.1
046500,Queens,8.2
046600,Queens,7.1
046700,Queens,5.6
046800,Queens,5.2
046900,Queens,5.8
047000,Queens,10.1
047100,Queens,16.1
047200,Queens,14.7
047300,Queens,10.0
047500,Queens,16.4
047600,Queens,0.0
047800,Queens,5.9
047900,Queens,6.2
048000,Queens,9.3
048100,Queens,8.5
048200,Queens,11.2
048300,Queens,13.5
048400,Queens,7.5
048500,Queens,7.5
048900,Queens,11.0
049200,Queens,13.5
049301,Queens,10.9
049302,Queens,13.0
049500,Queens,6.8
049600,Queens,7.0
049700,Queens,3.3
049900,Queens,6.2
050000,Queens,13.4
050201,Queens,12.1
050202,Queens,7.7
050400,Queens,4.7
050500,Queens,8.4
050600,Queens,16.9
050700,Queens,6.6
050800,Queens,5.3
051000,Queens,13.4
051100,Queens,7.9
051200,Queens,12.3
051300,Queens,8.0
051500,Queens,5.1
051600,Queens,14.8
051700,Queens,5.9
051800,Queens,16.9
052000,Queens,1.4
052100,Queens,9.4
052200,Queens,3.8
052400,Queens,5.0
052500,Queens,8.1
052600,Queens,12.0
052700,Queens,6.1
052800,Queens,9.2
052900,Queens,10.4
053000,Queens,4.6
053200,Queens,4.6
053400,Queens,2.6
053500,Queens,7.2
053600,Queens,8.5
053800,Queens,4.8
053900,Queens,10.0
054000,Queens,12.0
054200,Queens,8.5
054500,Queens,11.4
054700,Queens,5.5
054800,Queens,9.7
054900,Queens,10.5
055100,Queens,12.7
055200,Queens,7.8
055300,Queens,9.6
055400,Queens,14.7
055500,Queens,6.1
055600,Queens,9.7
055700,Queens,8.0
055800,Queens,5.8
055900,Queens,20.0
056000,Queens,9.1
056100,Queens,0.0
056200,Queens,8.3
056400,Queens,11.3
056500,Queens,33.1
056600,Queens,7.8
056700,Queens,7.1
056800,Queens,14.1
057700,Queens,10.4
057800,Queens,10.2
057900,Queens,21.2
058000,Queens,9.6
058100,Queens,7.6
058300,Queens,20.3
058500,Queens,6.6
058700,Queens,16.9
058800,Queens,5.6
058900,Queens,20.8
059000,Queens,4.8
059100,Queens,6.9
059200,Queens,22.6
059300,Queens,6.9
059400,Queens,6.1
059500,Queens,5.0
059600,Queens,8.8
059800,Queens,10.7
059900,Queens,7.0
060000,Queens,13.1
060100,Queens,6.4
060200,Queens,7.5
060300,Queens,6.6
060400,Queens,1.9
060600,Queens,3.2
060700,Queens,2.2
060800,Queens,10.0
061000,Queens,4.5
061200,Queens,8.3
061300,Queens,7.1
061400,Queens,13.0
061601,Queens,3.9
061602,Queens,5.9
061800,Queens,7.7
061900,Queens,10.7
062000,Queens,5.3
062100,Queens,12.0
062300,Queens,8.9
062400,Queens,2.5
062500,Queens,12.4
062600,Queens,8.8
062700,Queens,8.9
062900,Queens,4.4
063000,Queens,6.7
063200,Queens,11.0
063301,Queens,6.3
063302,Queens,7.7
063500,Queens,11.6
063700,Queens,11.3
063800,Queens,5.2
063900,Queens,10.6
064101,Queens,13.6
064102,Queens,5.5
064500,Queens,4.5
064600,Queens,7.2
065000,Queens,4.5
065400,Queens,14.4
065500,Queens,5.4
065600,Queens,9.0
065701,Queens,1.2
065702,Queens,5.8
065900,Queens,5.7
066000,Queens,7.8
066100,Queens,5.6
066300,Queens,8.8
066400,Queens,8.8
066500,Queens,8.9
066700,Queens,3.3
066900,Queens,15.2
067101,Queens,1.8
067102,Queens,1.9
067700,Queens,12.1
067900,Queens,12.5
068000,Queens,8.2
068200,Queens,2.8
068300,Queens,4.7
068700,Queens,8.7
069000,Queens,10.8
069300,Queens,10.4
069400,Queens,13.3
069500,Queens,13.9
069701,Queens,9.0
069702,Queens,11.9
070300,Queens,13.5
070700,Queens,3.8
070900,Queens,7.4
071100,Queens,14.9
071301,Queens,9.2
071302,Queens,18.4
071600,Queens,0.0
071700,Queens,10.6
071900,Queens,6.5
072100,Queens,9.8
072500,Queens,6.6
072700,Queens,7.6
072900,Queens,3.8
073100,Queens,7.4
073300,Queens,6.7
073500,Queens,2.7
073700,Queens,10.4
073900,Queens,13.9
074100,Queens,10.2
074300,Queens,7.1
074500,Queens,5.8
074700,Queens,10.7
075700,Queens,12.8
076600,Queens,40.8
076800,Queens,0.0
076901,Queens,10.2
076902,Queens,12.1
077100,Queens,0.0
077300,Queens,8.1
077500,Queens,14.8
077901,Queens,6.9
077902,Queens,5.6
077903,Queens,1.6
077904,Queens,12.9
077905,Queens,7.7
078800,Queens,16.1
079000,Queens,14.4
079200,Queens,5.4
079300,Queens,0.0
079700,Queens,9.1
079900,Queens,14.3
080301,Queens,11.6
080302,Queens,6.7
080900,Queens,8.1
081400,Queens,6.5
081800,Queens,12.8
083700,Queens,8.6
083800,Queens,8.6
084000,Queens,5.6
084500,Queens,11.8
084601,Queens,8.1
084602,Queens,6.6
085100,Queens,13.5
085300,Queens,11.1
085500,Queens,12.0
085700,Queens,10.3
085900,Queens,5.9
086100,Queens,10.9
086300,Queens,14.9
086400,Queens,23.3
086500,Queens,14.9
086700,Queens,21.7
087100,Queens,11.7
087500,Queens,0.0
088400,Queens,5.4
088901,Queens,10.9
088902,Queens,12.0
089200,Queens,2.4
090700,Queens,9.1
091601,Queens,7.4
091602,Queens,0.0
091800,Queens,0.0
091900,Queens,18.2
092200,Queens,5.8
092500,Queens,23.0
092800,Queens,7.6
092900,Queens,21.2
093400,Queens,8.0
093800,Queens,14.5
093900,Queens,15.6
094201,Queens,8.2
094202,Queens,11.8
094203,Queens,7.0
094500,Queens,5.4
094700,Queens,8.3
095200,Queens,10.3
096200,Queens,7.3
096400,Queens,20.9
097201,Queens,13.1
097202,Queens,36.3
097300,Queens,4.1
098100,Queens,11.7
098700,Queens,5.7
099100,Queens,7.4
099200,Queens,10.0
099701,Queens,4.5
099702,Queens,12.5
099800,Queens,12.4
099900,Queens,0.0
100800,Queens,6.4
101001,Queens,16.2
101002,Queens,4.5
101700,Queens,2.7
102900,Queens,4.9
103201,Queens,16.3
103202,Queens,12.0
103300,Queens,12.1
103900,Queens,7.4
104700,Queens,14.3
105900,Queens,4.7
107201,Queens,4.2
107202,Queens,0.0
108101,Queens,1.8
108102,Queens,2.8
108300,Queens,2.4
109100,Queens,10.9
109700,Queens,0.5
109900,Queens,11.5
111300,Queens,7.2
112300,Queens,18.5
112900,Queens,7.7
113300,Queens,1.1
113900,Queens,12.3
114100,Queens,0.9
114700,Queens,2.9
115100,Queens,2.0
115500,Queens,18.6
115700,Queens,8.5
115900,Queens,9.0
116100,Queens,22.5
116300,Queens,13.1
116700,Queens,18.9
117100,Queens,8.5
117500,Queens,9.0
118100,Queens,17.6
118500,Queens,7.5
118700,Queens,11.4
118900,Queens,6.3
119100,Queens,12.2
119300,Queens,9.4
119500,Queens,8.0
119900,Queens,2.2
120100,Queens,8.6
120300,Queens,6.3
120500,Queens,3.7
120700,Queens,6.1
121100,Queens,0.0
121500,Queens,7.9
122300,Queens,13.0
122701,Queens,13.5
122702,Queens,8.0
124100,Queens,11.7
124700,Queens,9.7
125700,Queens,13.9
126500,Queens,5.4
126700,Queens,19.3
127300,Queens,1.1
127500,Queens,11.1
128300,Queens,0.0
129101,Queens,11.7
129102,Queens,3.3
130100,Queens,3.0
131900,Queens,0.0
133300,Queens,5.2
133900,Queens,1.0
134100,Queens,6.8
134700,Queens,14.7
136700,Queens,12.6
137700,Queens,17.2
138501,Queens,10.3
138502,Queens,0.0
139900,Queens,4.7
140300,Queens,4.5
140901,Queens,0.0
140902,Queens,2.1
141701,Queens,7.3
141702,Queens,0.0
142900,Queens,3.8
143500,Queens,0.6
144100,Queens,7.7
144700,Queens,5.7
145101,Queens,6.4
145102,Queens,10.7
145900,Queens,2.0
146300,Queens,17.5
146700,Queens,13.3
147100,Queens,18.0
147900,Queens,13.6
148300,Queens,13.7
150701,Queens,6.6
150702,Queens,3.7
152901,Queens,11.1
152902,Queens,2.0
155101,Queens,8.2
155102,Queens,9.6
156700,Queens,55.3
157101,Queens,11.3
157102,Queens,2.1
157901,Queens,2.7
157902,Queens,4.7
157903,Queens,1.4
161700,Queens,6.2
162100,Queens,11.3
162200,Queens,0.0
000300,Richmond,25.3
000600,Richmond,5.2
000700,Richmond,16.8
000800,Richmond,4.8
000900,Richmond,10.0
001100,Richmond,11.7
001500,Richmond,9.7
001700,Richmond,2.0
001800,Richmond,25.3
002001,Richmond,2.9
002002,Richmond,3.1
002100,Richmond,6.8
002700,Richmond,21.3
002900,Richmond,7.7
003300,Richmond,16.9
003600,Richmond,6.2
003900,Richmond,35.8
004000,Richmond,3.4
004700,Richmond,16.7
005000,Richmond,1.1
005900,Richmond,8.7
006400,Richmond,1.2
006500,Richmond,5.4
007000,Richmond,12.2
007400,Richmond,2.0
007500,Richmond,9.9
007700,Richmond,6.0
008100,Richmond,17.6
008900,Richmond,0.0
009100,Richmond,12.0
009601,Richmond,10.9
009602,Richmond,4.5
009700,Richmond,4.6
010500,Richmond,16.9
011201,Richmond,5.4
011202,Richmond,3.2
011401,Richmond,8.2
011402,Richmond,6.2
012100,Richmond,5.9
012200,Richmond,1.0
012500,Richmond,1.1
012803,Richmond,8.7
012804,Richmond,4.3
013201,Richmond,2.7
013203,Richmond,4.0
013204,Richmond,5.8
013301,Richmond,3.3
013302,Richmond,6.0
013400,Richmond,6.2
013800,Richmond,8.1
014100,Richmond,5.0
014603,Richmond,5.3
014604,Richmond,6.3
014605,Richmond,10.9
014606,Richmond,7.9
014700,Richmond,4.5
015100,Richmond,3.4
015400,Richmond,0.0
015601,Richmond,3.9
015602,Richmond,2.9
015603,Richmond,4.7
016901,Richmond,9.7
016902,Richmond,11.2
017005,Richmond,3.7
017006,Richmond,5.6
017007,Richmond,14.3
017008,Richmond,2.0
017009,Richmond,3.7
017010,Richmond,5.0
017300,Richmond,7.6
017600,Richmond,3.7
017700,Richmond,3.2
017900,Richmond,3.1
018500,Richmond,30.5
018701,Richmond,11.6
018702,Richmond,13.5
018901,Richmond,7.8
018902,Richmond,6.8
019600,Richmond,11.2
019700,Richmond,1.2
020100,Richmond,8.7
020700,Richmond,8.3
020801,Richmond,4.0
020803,Richmond,6.1
020804,Richmond,8.2
021300,Richmond,8.1
021900,Richmond,16.9
022300,Richmond,13.2
022600,Richmond,13.7
023100,Richmond,14.9
023600,Richmond,0.0
023900,Richmond,6.4
024400,Richmond,4.2
024700,Richmond,3.6
024800,Richmond,12.9
025100,Richmond,3.1
027301,Richmond,1.6
027302,Richmond,3.1
027702,Richmond,14.6
027703,Richmond,13.4
027704,Richmond,8.0
027900,Richmond,8.4
029102,Richmond,1.5
029103,Richmond,7.3
029104,Richmond,5.4
030301,Richmond,11.1
030302,Richmond,5.5
031901,Richmond,13.2
031902,Richmond,5.0
032300,Richmond,23.3
